person,education_order,school,degree
stephen_winn,2,The University of Texas at Austin,Bachelor of Arts/Science
steve_ballmer,1,Harvard University,Bachelor of Arts/Science
steve_ballmer,2,Stanford University,Drop Out
steve_case,1,Williams College,Bachelor of Arts/Science
steve_cohen,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
steve_conine,1,Cornell University,Bachelor of Science in Engineering
steve_ells,1,Culinary Institute of America,Diploma
steve_ells,2,University of Colorado - Boulder,Bachelor of Arts
steve_wynn,1,University of Pennsylvania,Bachelor of Arts/Science
steven_klinsky,1,Harvard Business School,Master of Business Administration
steven_klinsky,2,Harvard Law School,Doctor of Jurisprudence
steven_klinsky,3,"University of Michigan, Ann Arbor",Bachelor of Arts/Economics
steven_rales,1,American University,Law Degree
steven_rales,2,DePauw University,Bachelor of Arts/Science
steven_sarowitz,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
steven_schonfeld,1,Emory University,Bachelor of Arts/Science
steven_spielberg,1,California State Long Beach,Bachelor of Arts/Science
steven_udvar_hazy,1,"University of California, Los Angeles",Bachelor of Arts/Science
steven_witkoff,1,Hofstra University,Bachelor of Arts
steven_witkoff,2,Hofstra University,JD
stewart_butterfield,1,University of Cambridge,Master of Philosophy
stewart_butterfield,2,University of Victoria,Bachelor of Arts/Science
stewart_rahr,1,New York University,Bachelor of Arts/Science
sualeh_asif,1,Massachusetts Institute of Technology (MIT),Bachelor of Arts/Science
sue_gross,1,Saddleback College,Associate in Arts/Science
surya_midha,1,Georgetown University,Drop Out
t_denny_sanford,1,University of Minnesota,Bachelor of Arts/Science
tamara_gustavson,1,University of Southern California,Bachelor of Arts/Science
tarek_mansour,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
tarek_mansour,2,Massachusetts Institute of Technology,Master of Arts/Science
taylor_swift,1,High School,Diploma
ted_turner,1,Brown University,Bachelor of Arts/Science
tench_coxe,1,Dartmouth College,Bachelor of Arts/Science
tench_coxe,2,Harvard Business School,Master of Business Administration
terrence_pegula,1,Pennsylvania State University,Bachelor of Science in Engineering
thai_lee,1,Amherst College,Bachelor of Arts/Science
thai_lee,2,Harvard Business School,Master of Business Administration
theresia_gouw,1,Brown University,Bachelor of Arts/Science
theresia_gouw,2,Stanford Graduate School of Business,Master of Business Administration
thierry_cruanes,1,Université de Caen Normandie,Master of Science
thierry_cruanes,2,University Paris VI - Pierre et Marie Curie,Ph.D
thomas_bailey,1,Michigan State University,Bachelor of Arts/Science
thomas_bailey,2,University of Western Ontario,Master of Business Administration
thomas_duff,1,University of Southern Mississippi,Bachelor of Arts/Science
thomas_dundon,1,Southern Methodist University,Bachelor of Arts/Economics
thomas_frist_jr,1,Vanderbilt University,Bachelor of Arts/Science
thomas_frist_jr,2,Washington University,Medical Doctor
thomas_hagen,1,Ohio State University,Bachelor of Arts/Science
thomas_james,1,Harvard Business School,Master of Business Administration
thomas_james,2,Harvard University,Bachelor of Arts/Science
thomas_james,3,Stetson University,Doctor of Jurisprudence
thomas_peterffy,1,New York University,Drop Out
thomas_pritzker,1,Claremont McKenna College,Bachelor of Arts/Science
thomas_pritzker,2,University of Chicago,Doctor of Jurisprudence
thomas_pritzker,3,University of Chicago,Master of Business Administration
thomas_secunda,1,SUNY Binghamton,Bachelor of Arts/Science
thomas_siebel,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
thomas_siebel,2,"University of Illinois, Urbana-Champaign",Master of Business Administration
thomas_siebel,3,"University of Illinois, Urbana-Champaign",Master of Science
thomas_steyer,1,Stanford University,Master of Business Administration
thomas_steyer,2,Yale University,Bachelor of Arts/Science
thomas_tull,1,Hamilton College,Bachelor of Arts/Science
tianqiao_chen,1,Fudan University,Bachelor of Arts/Science
tiger_woods,1,Stanford University,
tilman_fertitta,1,Texas Tech University,Drop Out
tilman_fertitta,2,University of Houston,Drop Out
tim_cook,1,Fuqua School of Business,Master of Business Administration
tim_sweeney,1,"University of Maryland, College Park",Bachelor of Arts/Science
timothy_boyle,1,University of Oregon,Bachelor of Arts/Science
timothy_dunn,1,Texas Tech University,Bachelor of Science in Engineering
timothy_headington,1,University of Oklahoma,Bachelor of Arts/Science
timothy_springer,1,Harvard University,Ph.D
timothy_springer,2,"University of California, Berkeley",Bachelor of Science
toby_neugebauer,1,New York University,Bachelor of Business Administration
todd_boehly,1,College of William & Mary,Bachelor of Business Administration
todd_christopher,1,High School,Drop Out
todd_graves,1,The University Of Georgia,Bachelor of Arts/Science
todd_wagner,1,Indiana University,Bachelor of Arts/Science
todd_wagner,2,University of Virginia,Doctor of Jurisprudence
tom_ford_1,1,New York University,Drop Out
tom_ford_1,2,Parsons School of Design,Bachelor of Architecture
tom_golisano,1,SUNY Tech Alfred,Associate in Arts/Science
tom_gores,1,Michigan State University,Bachelor of Arts/Science
tom_preston_werner,1,Harvey Mudd College,Drop Out
tom_werner_1,1,Harvard University,Bachelor of Arts/Science
tony_tamer,1,Harvard Business School,Master of Business Administration
tony_tamer,2,Rutgers University,Bachelor of Arts/Science
tony_tamer,3,Stanford University,Master of Science in Engineering
tony_xu,1,Stanford Graduate School of Business,Master of Business Administration
tony_xu,2,"University of California, Berkeley",Bachelor of Arts/Science
tope_awotona,1,The University Of Georgia,Bachelor of Business Administration
travis_boersma,1,Southern Oregon University,Bachelor of Arts/Science
travis_kalanick,1,"University of California, Los Angeles",Drop Out
trevor_rees_jones,1,Dartmouth College,Bachelor of Arts/Science
trevor_rees_jones,2,Southern Methodist University,Doctor of Jurisprudence
trudy_cathy_white,1,Samford University,Bachelor of Arts/Science
ty_warner,1,Kalamazoo College,Drop Out
tyler_winklevoss,1,Harvard University,Bachelor of Arts/Economics
valerie_mars,1,Columbia University,Master of Business Administration
valerie_mars,2,Yale University,Bachelor of Arts/Science
victoria_mars,1,"University of Pennsylvania, The Wharton School",Master of Business Administration
victoria_mars,2,Yale University,Bachelor of Arts/Science
vincent_mcmahon,1,East Carolina University,Bachelor of Arts/Science
vincent_viola,1,New York Law School,Doctor of Jurisprudence
vincent_viola,2,United States Military Academy,Bachelor of Arts/Science
vinod_khosla,1,Carnegie Mellon University,Master of Science
vinod_khosla,2,Indian Institute of Technology,Bachelor of Arts/Science
vinod_khosla,3,Stanford Graduate School of Business,Master of Business Administration
vivek_ramaswamy,1,Harvard University,Bachelor of Arts/Science
vivek_ramaswamy,2,Yale University,Doctor of Jurisprudence
vlad_tenev,1,Stanford University,Bachelor of Arts/Science
warren_buffett,1,Columbia University,Master of Science
warren_buffett,2,University of Nebraska Lincoln,Bachelor of Arts/Science
warren_kanders,1,Brown Univerisity,Bachelor of Arts/Economics
warren_stephens,1,Wake Forest University School of Business,Master of Business Administration
warren_stephens,2,Washington & Lee University,Bachelor of Arts/Science
wayne_rothbaum,1,George Washington University,Master of Arts
wayne_rothbaum,2,State University of New York at Binghamton,Bachelor of Arts/Science
weili_dai,1,"University of California, Berkeley",Bachelor of Arts/Science
wesley_edens,1,Oregon State University,Bachelor of Arts/Science
william_ackman,1,Harvard Business School,Master of Business Administration
william_ackman,2,Harvard University,Bachelor of Arts/Science
william_berkley,1,Harvard University,Master of Business Administration
william_berkley,2,New York University,Bachelor of Arts/Science
william_chisholm,1,Dartmouth College,Bachelor of Arts/Science
william_chisholm,2,The Wharton School at the University of Pennsylvania,Master of Business Administration
william_conway_jr,1,Dartmouth College,Bachelor of Arts/Science
william_fisher,1,Princeton University,Bachelor of Arts/Science
william_fisher,2,Stanford University,Master of Business Administration
william_franke,1,Stanford University,Bachelor of Arts/Science
william_franke,2,Stanford University,LLB
william_goldring,1,Tulane University,Master of Arts
william_hockey,1,Emory University,Bachelor of Arts/Science
william_koch,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
william_koch,2,Massachusetts Institute of Technology,Doctorate
william_lauder,1,University of Pennsylvania,Bachelor of Arts/Science
william_stone,1,Marquette University,Bachelor of Arts/Science
william_wrigley_jr,1,Duke University,Bachelor of Arts/Science
william_young,1,University of Detroit Mercy,Bachelor of Science in Engineering
wilma_tisch,1,Skidmore College,Bachelor of Arts/Science
winifred_j_marquart,1,Cornell University,Drop Out
yuri_milner,1,Moscow State University,Master of Science
yuri_milner,2,"University of Pennsylvania, The Wharton School",Drop Out
